FACTORY_EU3,nlams7npchs03_hcp02:/ec2volume23910,
FACTORY_EU1,derot2npchs24_hcp01:/ec2volume23911,
FACTORY_EU1,derot2npchs16_hcp01:/ec2volume29208,
FACTORY_US3,usstl1npchs09_hcp01:/ec2volume23915,
FACTORY_US1,usash1npchs03_hcp01:/ec2volume23913,
FACTORY_US2,phx4gmp106vssapc02:/ec2volume23914,
FACTORY_US2,uscha1npchs10_hcp02:/ec2volume28181,
FACTORY_AP1,ausyd1npchs01_hcp01:/ec2volume23912,
